"clean_addr","coun_dist","shape_area","shape_leng","type","type_clean","mobile","HIV","kosher","halal","program","address","boro","zip_code","days","snap_activity","coords","bbl","lon","lat","multiple","number","clean_prgm","type1","type_clean1","program1","mobile1","HIV1","kosher1","halal1","snap_activity1","type2","type_clean2","program2","mobile2","HIV2","kosher2","halal2","snap_activity2","type3","type_clean3","program3","mobile3","HIV3","kosher3","halal3","snap_activity3","types"
"414 EAST 95TH STREET",41,78156814.9694,57718.3766762,"FP","Food Pantry","No","No","No","No","HOPE CENTER DEVELOPMENT CORPORATION","414 EAST 95TH STREET","BROOKLYN",11212,"SAT(1,2,3,4)","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.918711,40.656974",3046690068,-73.918711,40.656974,"Food Pantry",1,"HOPE CENTER DEVELOPMENT CORPORATION","FP","Food Pantry","HOPE CENTER DEVELOPMENT CORPORATION","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"42 AUSTIN PLACE",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","OUR LADY OF GOOD COUNSEL CHURCH (STATEN ISLAND)","42 AUSTIN PLACE","STATEN ISLAND",10304,"SAT","HRA provides SNAP outreach materials and applications for distribution and posting","-74.086229,40.631214",5005800034,-74.086229,40.631214,"Food Pantry",1,"OUR LADY OF GOOD COUNSEL CHURCH (STATEN ISLAND)","FP","Food Pantry","OUR LADY OF GOOD COUNSEL CHURCH (STATEN ISLAND)","No","No","No","No","HRA provides SNAP outreach materials and applications for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"42 PROSPECT PLACE",39,116496927.91,73679.7115105,"FP","Food Pantry","No","No","No","No","SOUTH BKLYN SDA CHURCH COMMUNITY SERVICE PROGRAM","42 PROSPECT PLACE","BROOKLYN",11217,"SUN(1,3)","HRA provides SNAP outreach materials for distribution and posting","-73.976617,40.679583",3009380026,-73.976617,40.679583,"Food Pantry",1,"SOUTH BKLYN SDA CHURCH COMMUNITY SERVICE PROGRAM","FP","Food Pantry","SOUTH BKLYN SDA CHURCH COMMUNITY SERVICE PROGRAM","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"423 WEST 46TH STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","ST. CLEMENTS FOOD PANTRY","423 WEST 46TH STREET  9TH/10AVE","MANHATTAN",10036,"FRI(2,3,4,5)/SAT(2,3)","HRA provides SNAP outreach materials for distribution and posting","-73.991571,40.761565",1010560022,-73.991571,40.761565,"Food Pantry",1,"ST. CLEMENTS FOOD PANTRY","FP","Food Pantry","ST. CLEMENTS FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"424 DEAN STREET",39,116496927.91,73679.7115105,"FP","Food Pantry","No","No","No","No","CUYLER WARREN U.M.C.","424 DEAN STREET","BROOKLYN",11217,"TUE","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff member. FBNYC TEN site.","-73.977239,40.682115",3009300032,-73.977239,40.682115,"Food Pantry",1,"CUYLER WARREN U.M.C.","FP","Food Pantry","CUYLER WARREN U.M.C.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff member. FBNYC TEN site.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"425 EAST 159TH STREET",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY BRONX CITADEL","425 EAST 159TH STREET","BRONX",10451,"TUE","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.","-73.913389,40.822757",2023810029,-73.913389,40.822757,"Multiple Programs",2,"THE SALVATION ARMY BRONX CITADEL","FP","Food Pantry","THE SALVATION ARMY BRONX CITADEL","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.","SK","Soup Kitchen","THE SALVATION ARMY BRONX CITADEL","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"425 EAST 159TH STREET",17,135053206.029,120620.696712,"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY BRONX CITADEL","425 EAST 159TH STREET","BRONX",10451,"MON,WED,FRI","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.","-73.913389,40.822757",2023810029,-73.913389,40.822757,"Multiple Programs",2,"THE SALVATION ARMY BRONX CITADEL","FP","Food Pantry","THE SALVATION ARMY BRONX CITADEL","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.","SK","Soup Kitchen","THE SALVATION ARMY BRONX CITADEL","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"425 KINGS HIGHWAY",44,92757491.6486,57615.401178,"FPK","Food Pantry","No","No","Yes","No","SEPHARDIC BIKUR HOLIM FOOD PANTRY","425 KINGS HIGHWAY","BROOKLYN",11223,"M,TU,W,TH/FRI/TU,TH","SNAP outreach conducted by organization","-73.97453,40.60471",3066550034,-73.97453,40.60471,"Food Pantry",1,"SEPHARDIC BIKUR HOLIM FOOD PANTRY","FPK","Food Pantry","SEPHARDIC BIKUR HOLIM FOOD PANTRY","No","No","Yes","No","SNAP outreach conducted by organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"43 GEORGE STREET",34,104616990.005,84319.0251216,"FP","Food Pantry","No","No","No","No","COMPASSION HOUSE COMMUNITY DEVELOPMENT CORPORATION","43 GEORGE STREET","BROOKLYN",11206,"TUE,THUR(EVY OTH)","HRA provides SNAP outreach materials for distribution and posting","-73.931918,40.701207",3031530031,-73.931918,40.701207,"Food Pantry",1,"COMPASSION HOUSE COMMUNITY DEVELOPMENT CORPORATION","FP","Food Pantry","COMPASSION HOUSE COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"43-02 38TH STREET",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","IGLESIA ALIANZA MISIONERA EBENEZER","43-02 38TH STREET (L.I.C.)","QUEENS",11101,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.927217,40.745652",4002200023,-73.927217,40.745652,"Food Pantry",1,"IGLESIA ALIANZA MISIONERA EBENEZER","FP","Food Pantry","IGLESIA ALIANZA MISIONERA EBENEZER","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"4330 BYRON AVENUE",11,205657341.699,86727.3742999,"FP","Food Pantry","No","No","No","No","CHURCH OF ST. FRANCES OF ROME","4330 BYRON AVENUE","BRONX",10466,"FRI(EVY OTH-SEE FILE)","HRA provides SNAP outreach materials for distribution and posting/ refers applicants to Community Board12 where HRA manages a SNAP POS site","-73.85396,40.895556",2050450008,-73.85396,40.895556,"Food Pantry",1,"CHURCH OF ST. FRANCES OF ROME","FP","Food Pantry","CHURCH OF ST. FRANCES OF ROME","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting/ refers applicants to Community Board12 where HRA manages a SNAP POS site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"438 RALPH AVENUE",41,78156814.9694,57718.3766762,"FP","Food Pantry","No","No","No","No","GOD'S DELIVERANCE TEMPLE, INC","438 RALPH AVENUE","BROOKLYN",11233,"TUE","HRA provides SNAP outreach materials for distribution and posting","-73.92235,40.674179",3013570051,-73.92235,40.674179,"Food Pantry",1,"GOD'S DELIVERANCE TEMPLE, INC","FP","Food Pantry","GOD'S DELIVERANCE TEMPLE, INC","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"442 CLEVELAND STREET",37,98292390.5272,65461.0111019,"FP","Food Pantry","No","No","No","No","GOOD NEWS DELIVERANCE TABERNACLE","442 CLEVELAND STREET","BROOKLYN",11208,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.88448,40.673896",3040000128,-73.88448,40.673896,"Food Pantry",1,"GOOD NEWS DELIVERANCE TABERNACLE","FP","Food Pantry","GOOD NEWS DELIVERANCE TABERNACLE","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"443 39TH STREET",38,138380504.41,149196.654145,"FP","Food Pantry","No","No","No","No","CENTER FOR FAMILY LIFE","443 39TH STREET","BROOKLYN",11232,"MON-THUR","SNAP outreach services provided by organization. Single Stop CBO location. FBNYC TEN SITE.","-74.00477,40.652075",3007050059,-74.00477,40.652075,"Food Pantry",1,"CENTER FOR FAMILY LIFE","FP","Food Pantry","CENTER FOR FAMILY LIFE","No","No","No","No","SNAP outreach services provided by organization. Single Stop CBO location. FBNYC TEN SITE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"446 WEST 36TH STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","MCCNY CHARITIES","446 WEST 36TH STREET","MANHATTAN",10018,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.997519,40.755334",1007330062,-73.997519,40.755334,"Food Pantry",1,"MCCNY CHARITIES","FP","Food Pantry","MCCNY CHARITIES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"447 HERZL STREET",42,200830591.527,228408.992685,"FP","Food Pantry","No","No","No","No","LITTLE JERUSALEM HOUSE OF PRAYER","447 HERZL STREET","BROOKLYN",11212,"SAT (2,4)","HRA provides SNAP outreach materials for distribution and posting","-73.912562,40.658956",3035980005,-73.912562,40.658956,"Food Pantry",1,"LITTLE JERUSALEM HOUSE OF PRAYER","FP","Food Pantry","LITTLE JERUSALEM HOUSE OF PRAYER","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"449 EASTERN PARKWAY",35,81510738.8638,57126.6362875,"FP","Food Pantry","No","No","No","No","SHILOH SDA","449 EASTERN PARKWAY","BROOKLYN",11216,"THUR","HRA provides SNAP outreash materials for distribution and posting","-73.953456,40.670523",3012600027,-73.953456,40.670523,"Food Pantry",1,"SHILOH SDA","FP","Food Pantry","SHILOH SDA","No","No","No","No","HRA provides SNAP outreash materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"45-18 BROADWAY",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY ASTORIA CORPS","45-18 BROADWAY","QUEENS",11103,"WED","HRA provides SNAP outreach materials  for distribution and posting","-73.914553,40.756619",4007080040,-73.914553,40.756619,"Food Pantry",1,"THE SALVATION ARMY ASTORIA CORPS","FP","Food Pantry","THE SALVATION ARMY ASTORIA CORPS","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"454 WEST 155TH STREET",7,51409604.832,50140.2042375,"FPM","Food Pantry","Yes","No","No","No","CITY HARVEST MOBILE MARKET - PRINCE HILL","454 WEST 155TH STREET","MANHATTAN",10032,"THU(2),SAT(4)","HRA provides SNAP outreach materials for distribution and posting","-73.941933,40.830826",1020680071,-73.941933,40.830826,"Food Pantry",1,"CITY HARVEST MOBILE MARKET - PRINCE HILL","FPM","Food Pantry Mobile","CITY HARVEST MOBILE MARKET - PRINCE HILL","Yes","No","No","Yes","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry Mobile"
"456 EAST 168TH STREET",16,57831138.393,70414.2736417,"FP","Food Pantry","No","No","No","No","CHRIST JESUS BAPTIST CHURCH","456 EAST 168TH STREET","BRONX",10462,"WED","On site prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","-73.907393,40.831386",2023890027,-73.907393,40.831386,"Food Pantry",1,"CHRIST JESUS BAPTIST CHURCH","FP","Food Pantry","CHRIST JESUS BAPTIST CHURCH","No","No","No","No","On site prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"457 GRAND AVENUE",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","BETHEL SEVENTH-DAY ADVENTIST CHURCH","457 GRAND AVENUE","BROOKLYN",11238,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.961156,40.681696",3020150001,-73.961156,40.681696,"Multiple Programs",2,"BETHEL SEVENTH-DAY ADVENTIST CHURCH","FP","Food Pantry","BETHEL SEVENTH-DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","BETHEL SEVENTH-DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"457 GRAND AVENUE",36,76221712.333,42153.1812083,"SK","Soup Kitchen","No","No","No","No","BETHEL SEVENTH-DAY ADVENTIST CHURCH","457 GRAND AVENUE","BROOKLYN",11238,"SUN","HRA provides SNAP outreach materials for distribution and posting","-73.961156,40.681696",3020150001,-73.961156,40.681696,"Multiple Programs",2,"BETHEL SEVENTH-DAY ADVENTIST CHURCH","FP","Food Pantry","BETHEL SEVENTH-DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","BETHEL SEVENTH-DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"461 DECATUR STREET",41,78156814.9694,57718.3766762,"FP","Food Pantry","No","No","No","No","UNION BAPTIST CHURCH","461 DECATUR STREET","BROOKLYN",11233,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.924725,40.682681",3016780084,-73.924725,40.682681,"Food Pantry",1,"UNION BAPTIST CHURCH","FP","Food Pantry","UNION BAPTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"463 EAST 149TH STREET",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","MCNY BRONX CAMPUS","463 EAST 149TH STREET","BRONX",10455,"THUR","New site, Coordinating future SNAP outreach services","-73.915354,40.815512",2022947501,-73.915354,40.815512,"Food Pantry",1,"MCNY BRONX CAMPUS","FP","Food Pantry","MCNY BRONX CAMPUS","No","No","No","No","New site, Coordinating future SNAP outreach services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"47 ROGERS AVENUE",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","EBENEZER WESLEYAN METHODIST CHURCH","47 ROGERS AVENUE","BROOKLYN",11216,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.952491,40.675957",3012190104,-73.952491,40.675957,"Food Pantry",1,"EBENEZER WESLEYAN METHODIST CHURCH","FP","Food Pantry","EBENEZER WESLEYAN METHODIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"474 SHEPHERD AVENUE",42,200830591.527,228408.992685,"FP","Food Pantry","No","No","No","No","OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC","474 SHEPHERD AVENUE","BROOKLYN",11208,"SAT (1,3)","HRA provides SNAP outreach materials and applications  for distribution and posting","-73.880587,40.672635",3040360022,-73.880587,40.672635,"Food Pantry",1,"OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC","FP","Food Pantry","OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC","No","No","No","No","HRA provides SNAP outreach materials and applications  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"48-08 91ST PLACE",25,63560955.6729,44473.2123008,"FP","Food Pantry","No","No","No","No","BETHANY PANTRY","48-08 91ST PLACE (ELMHURST)","QUEENS",11373,"SAT (3RD)","HRA provides SNAP outreach materials for distribution and posting","-73.873126,40.741453",4018500010,-73.873126,40.741453,"Food Pantry",1,"BETHANY PANTRY","FP","Food Pantry","BETHANY PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"49 TOMPKINS AVE",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","STAPLETON U.A.M.E. CHURCH","49 TOMPKINS AVE","STATEN ISLAND",10304,"TUE,FRI","HRA provides SNAP outreach materials for distribution and posting","-74.078684,40.623378",5005330036,-74.078684,40.623378,"Food Pantry",1,"STAPLETON U.A.M.E. CHURCH","FP","Food Pantry","STAPLETON U.A.M.E. CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"49 TOMPKINS AVENUE",49,329414913.13,178070.498322,"SK","Soup Kitchen","No","No","No","No","STAPLETON U.A.M.E. CHURCH","49 TOMPKINS AVENUE","STATEN ISLAND",10304,"MON/WED","HRA provides SNAP outreach material  for distribution and posting","-74.078684,40.623378",5005330036,-74.078684,40.623378,"Soup Kitchen",1,"STAPLETON U.A.M.E. CHURCH","SK","Soup Kitchen","STAPLETON U.A.M.E. CHURCH","No","No","No","No","HRA provides SNAP outreach material  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"495 WILLIS AVENUE",8,102795587.477,114088.346546,"FP","Food Pantry","No","No","No","No","BRONX TEMPLE SDA CHURCH","495 WILLIS AVENUE","BRONX",10455,"TUE,THUR","HRA provides SNAP outreach materials for distribution and posting","-73.918961,40.81505",2023070054,-73.918961,40.81505,"Food Pantry",1,"BRONX TEMPLE SDA CHURCH","FP","Food Pantry","BRONX TEMPLE SDA CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"50 WEST 40TH STREET",4,70494165.4603,72266.5459665,"FP","Food Pantry","No","No","No","No","GUTTMAN COMMUNITY COLLEGE CAMPUS PANTRY","50 WEST 40TH STREET","MANHATTAN",10018,"MON - FRI","New site, Coordinating future SNAP outreach services","-73.984114,40.752901",1008410075,-73.984114,40.752901,"Food Pantry",1,"GUTTMAN COMMUNITY COLLEGE CAMPUS PANTRY","FP","Food Pantry","GUTTMAN COMMUNITY COLLEGE CAMPUS PANTRY","No","No","No","No","New site, Coordinating future SNAP outreach services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"50-20 45TH STREET",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","SAINT TERESA CHURCH - SAINT VINCENT DePAUL SOCIETY","50-20 45TH STREET (WOODSIDE)","QUEENS",11377,"TUE","HRA provides SNAP outreach materials for distribution and posting","-73.921162,40.737008",4022940050,-73.921162,40.737008,"Food Pantry",1,"SAINT TERESA CHURCH - SAINT VINCENT DePAUL SOCIETY","FP","Food Pantry","SAINT TERESA CHURCH - SAINT VINCENT DePAUL SOCIETY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"508 WEST 159TH STREET",7,51409604.832,50140.2042375,"FP","Food Pantry","No","No","No","No","COMMUNITY LEAGUE OF THE HEIGHTS","508 WEST 159TH STREET","MANHATTAN",10032,"WED,SAT","HRA provides SNAP outreach materials for distribution and posting","-73.941863,40.834276",1021170031,-73.941863,40.834276,"Food Pantry",1,"COMMUNITY LEAGUE OF THE HEIGHTS","FP","Food Pantry","COMMUNITY LEAGUE OF THE HEIGHTS","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"510 WEST 165TH STREET",7,51409604.832,50140.2042375,"FP","Food Pantry","No","No","No","No","CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY","510 WEST 165TH STREET","MANHATTAN",10032,"THUR","New site, Coordinating future SNAP outreach services","-73.939217,40.837927",1021210029,-73.939217,40.837927,"Food Pantry",1,"CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY","FP","Food Pantry","CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY","No","No","No","No","New site, Coordinating future SNAP outreach services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"514 BAY STREET",49,329414913.13,178070.498322,"FPM","Food Pantry","Yes","No","No","No","PROJECT HOSPITALITY - MOVEABLE FEAST MOBILE FOOD PANTRY","514 BAY STREET","STATEN ISLAND",10304,"SEE FILE","HRA provides SNAP outreach materials for distribution and posting","-74.076895,40.629403",5005110003,-74.076895,40.629403,"Multiple Programs",3,"PROJECT HOSPITALITY, INC.","FPM","Food Pantry Mobile","PROJECT HOSPITALITY - MOVEABLE FEAST MOBILE FOOD PANTRY","Yes","No","No","Yes","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","PROJECT HOSPITALITY, INC.","No","No","No","No","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","FP","Food Pantry","PROJECT HOSPITALITY, INC.","No","No","No","No","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","Food Pantry Mobile, Soup Kitchen, Food Pantry"
